review,Sentiment
Answer the phone you bunch of mongs!! Absolute dire customer service as always,NEGATIVE
Dean Graziosi is a NY Times Best Selling Author along with one of the top motivation and real estate trainers in th… https://t.co/lWsQbTcD9f,POSITIVE
Setting goals is the first step in turning the invisible into the visible. ~Tony Robbins,NEUTRAL
"@Uber @travisk @dkhos 

DARA HOW DO U LIVE W URSELF BEING A SLAVE?

TRAVIS UR GREED IS UNMATCHED.

TOAST AF BRUH

ðŸžâ€¦ https://t.co/EGPtwMIoGu",NEGATIVE
The Nat West blocked my online banking and can't get back on without boss say so and he's only working PT 3 days a week thinking of changing my bank ðŸ˜­,NEGATIVE
@HSBC_CA Thank you so much for having us! ðŸ™ðŸ¼ðŸ’šðŸ™ðŸ¼,POSITIVE
Whatever we think about and thank about we bring about. Dr. John Demartini,NEUTRAL
"Dr. La Perlas book is by far my favorite at the moment. Its deep and has given me such a different perspective on a personal level. 

Its truly is transformational.",POSITIVE
"If you know anything about Tony Robbins, Dean Graziosi and Russell Brunson (3 people I really look up to and respec https://t.co/Avou21VbdY",POSITIVE
"I PARTNERED WITH TONY ROBBINS, DEAN GRAZIOSI AND RUSSELL BRUNSON!

These are 3 people I admire the most when it comâ€¦ https://t.co/mMGB1G0Y3D",POSITIVE
"Great session @BarclaysAccess for your first #BurstTheBubble event. Great fireside chat with @KateNashOBE and Vandana at Barclays. All things invisible disability and the work place. First things first, COMMUNICATE!",POSITIVE
"@momobrewer @thomaskaine5 He is a charismatic cult leader, on par with Tony Robbins, but wrapped up in the garb of https://t.co/zDSiNVMrT1",NEGATIVE
Sort your appalling customer service out before wishing people Happy Christmas.,NEGATIVE
RT @Uber_Sedo: @travisk Uber Miles bids ( sedo ) https://t.co/0s3IGSDSQe,NEUTRAL
"""Doing what you love and loving what you do makes you feel younger and more vital"" 
Dr John F. Demartini",NEUTRAL
"Been with this toytown bank for 52years, we deserve better treatment surely. Get up off your backsides and help your customers who put money in your pockets, and then you treat us like lepers, as you don't want us in your bank in person.",NEGATIVE
"HSBC

Good morning.   I work for a third party - a mortgage broker - and I am trying to get through to someone who can check on the progress of a request we have sent regarding a mutual customer.  

So far I have been hung up on, transferred to a silent line or told that I need to call another department - the wrong one.

I have just held for seven minutes to get through to an line where there is no-one there.  I know we are in a pandemic but other banks seem to be coping a lot better.

The number I am phoning is  03706 007722.  Normally, we pick option 3.  I am picking that option but I am getting through to the solicitor line.

Please advise.  
",NEGATIVE
We had the pleasure of having one of the Worlds Top Entrepreneurs Dr John Demartini fly into Cardiff last week at https://t.co/aoB05Nfwzr,POSITIVE
"Unshakeable: Your Financial Freedom Playbook Paperback  September 18, 2018 Great Experience. Great Value. Enjoy a great reading experience when you buy the Kindle edition of this book. https://t.co/d6okgKWNeO https://t.co/0SyB46jdOC https://t.co/T8ZkFCRr3e",POSITIVE
@NatWest_Help Thanks,POSITIVE
A quality life demands quality questions. -  Dr. John Demartini #quote #ThankfulThursday https://t.co/zQaGuaHYe1,NEUTRAL
"I have been a customer with HSBC for over 20 years, and the service I have got is beyond appalling. I have been waiting for over 18 weeks for my business account to be opened, I have been promised week after week that it will be open next week, so I have waited. I have a time sensitive grant that will run out next week, which I need for my business and has to be put into a business account. I am having to do all the extra work of managing business finances in my current account so it doesnâ€™t get mixed up. No one is giving me any clear answers. You have pushed my business to the edge.",NEGATIVE
What do I know. @travisk only built a 100B business and might as well build another one 2017 called and they want https://t.co/yO5vEXbj8g,POSITIVE
"@travisk Dear Travis, are you in charge of Uber eats as well? I think you are per my research, just wondering why m… https://t.co/aiGjR6QUBg",NEUTRAL
"@Andy41657494 Andy,
Thank you for reaching out. 
This platform is for auto finance in the U.S. Looks like you are in search of Santander UK, which is based out of the UK. You can connect with the right people at @SantanderUK. Hope this helps. ^VS",POSITIVE
"Vishen, you fn rule.",POSITIVE
Quick question: My contactless option has suddenly stopped working. Still can use my pin. If I request a new card will I still be able to use my old card with just pin function whilst the new card is being sent to me? Thanks,NEGATIVE
@travisk Serial abuser of worker's rights you mean? Dragged kicking and screaming by Governments into the 21st Centâ€¦ https://t.co/mBy87TJ4ac,NEGATIVE
To get my bachelor's degree in linguistic and then get a good job in order to get married. I have three goals at the end of this year (2021).... If I do these. I can say that I'm already a millionaire. .. these will organize and united my spirit force and organize my mindset,NEUTRAL
@amrith cc @travisk lol,NEUTRAL
"If you have a isa with this bank please read! 

My partner has been a loyal customer for many years at hsbc and we are both first time buyers buying our new home tomorrow. To buy our house we had to close our isas and the isa money is transferred into your current account. However hsbc closed this account and didnâ€™t transfer the money when ringing up they claim there is nothing they can do about us because the person representing hsbc didnâ€™t note down how much was in the account to transfer. When listening to the phone call back and confirming the amount that needed transferred they still claim there is nothing they can do because it wasnâ€™t written down. 
48 hours before we are due to but our house we are Â£3500 down because of HSBCâ€™s mistake 
Is you have an isa with this bank please close it and withdraw your money before you loose the lot when you need it most ! ",NEGATIVE
?? Star of The Secret and Global entrepreneur; Dr John Demartini is flying to Cardiff for our Networking Breakfast. https://t.co/pFa0alNn8S,NEUTRAL
So I did an arrangement to pay my credit card monthly amount due from my APP which itâ€™s showed an arrangement would happen and it hasnâ€™t NATWEST I now have a Â£12 overdue non payment charge on my account ! Despite getting a txt to say it was due and paying the whole balance of instead later that day ! I couldnâ€™t at the precise moment it came through as dealing with my 2 grandchildren of key workers one of which had just found out that morning as she got up she wasnâ€™t going to school as she thought at bed time and was in bits as sheâ€™s only 5 !,NEGATIVE
I have called you twice now within the last 30mins trying to sort a query on an urgent payment I've made and twice you've cut me off. This last time I asked to be called bk and gave my number if this happened and you've not,NEGATIVE
"I PARTNERED WITH TONY ROBBINS, DEAN GRAZIOSI AND RUSSELL BRUNSON! These are 3 people I admire the most when it comeâ€¦ https://t.co/mi7SNfHLE9",POSITIVE
"I am disgusted in the level of customer service from HSBC. I am a Director for a CIC who house homeless veterans and provide them with rehabilitation and mental health services. I have now been locked out of my business account almost three months. This has had a crippling effect on my service users and my company. I have provided all documents, spent hours on hold and been into branch. I will not be advocating HSBC as a business banking facility to anyone in the near future.",NEGATIVE
Two  hours  and still  no  response,NEGATIVE
"Listening to Tony Robbins, Dean Graziosi and Russell Bunson's seminar teaching about the new trend in the self-educ https://t.co/oIwdX3AMYJ",POSITIVE
"I am a member ... but when I click on the seminar button...it still wants me to pay 
Please advise !!!",NEGATIVE
"NEXT WEEK!
Join us and Dr John Demartini for an Introbiz Online Networking Webinar Event, on 22nd of July, from 8-1 https://t.co/ZWfY0MWMqj",NEUTRAL
"So safe I cannot access my money. 35+ yrs. a Nat West customer and was very happy with my local branch in Strood Kent. However they have destroyed that faith in a matter of days ( mainly the fraud div.) Needed to spend a fairly large payment through Paypal but it was refused and directed to Nat West fraud. Explained the no. being used was my Daughters mobile no. as I do not have one at present. Told to take proof to my local branch, did so. Given wrong no. from branch to request lifting card, so Googled it, kept waiting half hour with taped music before I was disconnected. Contacted Cora and as machine could not resolve problem put me through to agent, agent asking details to resolve when disconnected. Another Agent go through it again, given emergency no. that is not on after (think it was 5). Explained to all that I am a 71yr. living on my own at risk oap . I have no money, no food and no card. so Nat West it is not for my benefit that you keep quoting that you expect me to go for three days with no food, so angry and bloo.y hungry. This is no way to treat loyal customers fumingðŸ¤¬",NEGATIVE
@HSBC_UK Thank you!,POSITIVE
One hundred percent! ??????,POSITIVE
"Making real progress is having an 800 on my credit score, no student debt, owning land instead of renting, and having a corporate sponsor.",POSITIVE
The scam is HSBC,NEGATIVE
Then suck you in then screw you over GOOD old NATWEST.....,NEGATIVE
Business growth submit. Session with some enormous minds and accomplished leaders. Dr. John Demartini https://t.co/TmLSUbHYOX,POSITIVE
"@axm7__ Good afternoon, thank you for your message. The system normally orders a replacement card automatically, this should arrive about 2 weeks before the old one expires. Feel free to DM us with your full name, sort code and post code. Mark https://t.co/BbmcXsMXyM",POSITIVE
This Sunday I will be back at Agape after spending over 100 hours studying with Dr John Demartini. I am so looking https://t.co/YYqyPMTTkl,NEUTRAL
"People flipped out!!  I was floored…

Yesterday's LIVE training with Tony Robbins, Dean Graziosi and Russell Brunso… https://t.co/P3o076njyt",POSITIVE
@Vishen @mindvalley @SadhguruJV Amazing news??!,POSITIVE
NatWest is one of the worst bank. They behaved horribly and closed many customers accounts and stop you from contacting them,NEGATIVE
"Very disappointed with the abysmal customer service at the HSBC in Harrow, London, this afternoon. Two apparent customer service 'assistants' barked at me to queue TWICE from outside the bank because I needed to use two machines inside the bank, to withdraw and deposit money from my accounts! In addition, two of the three deposit machines inside the bank did not work! I refused to queue twice or give any credence to two rude, jumped up, good for nothing customer service agents and as a result HSBC missed out on my deposit and most likely my future business! Perhaps HSBC should divert resources into maintaining their 'self service' machines instead of employing unhelpful assistants that are obsessed with marshalling queues, lost on a deluded mini power trip and have an unnerving propensity to shout at their customers!#SHOCKING-SUB-STANDARD-CUSTOMER-SERVICE!",NEGATIVE
Congratulations cuz on your new addition. Life starts now,POSITIVE
"Great episode w/ @deangraziosi
This is one of those you re-listen to every now n then

EP 787 The Secrets of Millio https://t.co/aFvAsNgtUw",POSITIVE
"Another great quote from one of our students over lockdown from @KeeleInterns 
The support offered through @santanderuk &amp; @KeeleUniversity over #lockdown1 was so extremely helpful 
#StudentVolunteeringWeek 
#partnerships
#communitysupport 
@CharityHourUK https://t.co/2KiIxBGwLT",POSITIVE
"What if Tony Robbins offers to help you? :)

if you missed the Live show, here's your 2nd chance :) access Mastermi… https://t.co/jdOypjOGgq",NEUTRAL
"Hello I always cry when I saw, I learned that we all are connected with the strongest force!!!! Love!!! And also that transformation itâ€™s always possible!!! If you canâ€™t change the outside world you can change the internal world",POSITIVE
2 kgs additional to my weight of the first three weeks of 10x. Just didn't have the opportunity to continue because fitness gyms are banned to operate as part of the restriction.,POSITIVE
Today I am back at Agape after spending over 100 hours studying with Dr John Demartini. I am so looking forward to https://t.co/r3ys2Rxl0R,NEUTRAL
@travisk @StyleSeat Must be easy to invest when you sign your customers up for unauthorized subscriptions and steal… https://t.co/JAxtlD4hGn,NEGATIVE
"#kbbmethod exciting event with Tony Robbins, Dean Graziosi and Russell Brunson!!! 🤗👏🏻 https://t.co/5Zwks1ELID",POSITIVE
@travisk @StyleSeat Must be easy to invest when you sign your customers up for unauthorized subscriptions and steal https://t.co/JAxtlD4hGn,NEGATIVE
"@LloydsBank Thank you so much for your fast reply Claire, the issue got sorted!",POSITIVE
"The delerious Pisco sour: put 1/8 of Cream liqueur. Add 1/3 of lemonade, and 1/8 of Angostura bitter. Stir. 
Sip i https://t.co/nLbfXcGQvb",NEUTRAL
"RT @_SuccessMinded_: @thesecret ""Change happens when the pain of staying the same is greater than the pain of change.""

~ Tony Robbins",NEUTRAL
"Do you like Tony Robbins or Dean Graziosi? Is so, you don't want to miss the event of a lifetime. For the first ti https://t.co/NjxdHjl1qS",NEUTRAL
A quality life demands quality questions. - Dr. John Demartini #ThankfulThursday https://t.co/Z1AQa0RKvR,NEUTRAL
You lit me up And I keep shining. Owning my future by taking my business online. New year new me â¤ï¸,POSITIVE
"@JuneDennisUK @HudEnterprise @HuddersfieldUni @santanderuk @santanderuknews Thatâ€™s great news, itâ€™s a really simple application process ðŸ’•",POSITIVE
"RT @BHARDWAJAMAN11: We book UBER, Receive call from Driver on Uber app ( Can't be recorded ), Driver ask about Destination.Passes by from l…",NEGATIVE
How do I get to communicate with this bank please?!?!?!?!,NEGATIVE
Whatever we THINK about and THANK about we bring about. - Dr. John Demartini #thesecret,NEUTRAL
Join https://t.co/0vSav5hQC4 in this easy to follow 10 min workout. A fat burning workout to help you get fit and l https://t.co/NkeSXYCfIK,NEUTRAL
"RT @_moradan: The only impossible journey is the one you never begin."" -Tony Robbins

#InSolidaritywithLakshadweep
#Recalltheadministrator",NEUTRAL
Would love to know how to contact fraud-after having a legit transfer stopped I tried for hours-get some more call handlers,NEGATIVE
NatWest I paid my credit card via faster payments like I do every month the day its due and today ( the day after it was due) I get a email saying I haven't paid it!!! If I get a Â£12 charge I will be moving banks!!,NEGATIVE
"Tony Robbins, Dean Graziosi &amp; Russell Brunson LIVE! https://t.co/dbzD6dAEmc via @YouTube",NEUTRAL
"Were pleased to announce well be hosting a masterclass with leading entrepreneur; Dr. John Demartini, star of the https://t.co/WBuyyClCju",NEUTRAL
"On Friday 24th May, Dr John Demartini star of The Secret Movie and Law of Attraction will be speaking following https://t.co/EEizqd1mGO",NEUTRAL
Understanding Your Values with Dr John Demartini https://t.co/Atc8g9UR0N https://t.co/IE4IgQO61y,NEUTRAL
"Responsible for stealing child trust fund money on a large scale, please please do your research on this bank as they are thieves.",NEGATIVE
"I'd love to be able to get my finances in shape but HSBC have pased me from pillar to post for a month now saying the refund will be given in 3-5 days. I think I've spoken to every department too! Not to mention all the waiting on hold I've had to do! Shocking service. I think it might be time to change banks after being with them all my life - 27years!
Ombudsman ðŸ“¢",NEGATIVE
So far I have wasted best part of four hours of my life trying to get through to business support just to order a new security device. You are truly and utterly crap!,NEGATIVE
Absolute disgrace of a bank been with them for 20 odd years never had such poor support I will be closing my bank accounts and taking my money elsewhere!!ðŸ˜¡,NEGATIVE
Who's going to come hang out with me and hear what Tony Robbins and Dean Graziosi have in thier FREE training LIVE https://t.co/VTAPfGx9IU,NEUTRAL
What amazing day to remember with Dr John DeMartini at #Introbiz networking breakfast masterclass event in The Vale… https://t.co/NxFVu3QhqT,POSITIVE
"@LloydsBank I called at 3am and managed to get through to Declan in six minutes. He was very professional, understanding and helpful. All resolved now",POSITIVE
We had the pleasure of having one of the Worlds Top Entrepreneurs Dr John Demartini fly into Cardiff last week atâ€¦ https://t.co/mnzM4Y7ZqE,POSITIVE
Guys why I am not getting my funds yet. While you guys closed my account. What a thieves Bank,NEGATIVE
"@dkhos @Uber_Support @UberINSupport @travisk 

Hi Team, need ur assistance.. I m not getting any support from your… https://t.co/M48BFQ0NqJ",NEGATIVE
5) Learn #nocode. Having the best No Code tools can help you build complex applications fast without the need to hiâ€¦ https://t.co/053h1ERUu8,NEUTRAL
"Great post! Excellent! I love it 
Thank you always for Sharing ??",POSITIVE
"Live In Alignment With Your Values To Achieve Massive Success With Dr John Demartini

Jane interviews human behaviour expert, author and speaker, Dr John Demartini for this EPIC 100th episode special of the Podcast! 

[Check the replies for the link to the full episode] https://t.co/9BXUmByETw",POSITIVE
"RT @thequote: The skillset without the mindset, will just leave you upset. - Dr John DeMartini",NEUTRAL
"Having relationship challenges during Covid-19?

I ask Dr. John Demartini to give me the best advice he can for mak https://t.co/RRwrihEKiy",NEUTRAL
"Tony Robbins, Dean Graziosi and Russell Brunson LIVE (NEVER BEFORE SEEN)
Register now for this EXCLUSIVE FREE train https://t.co/6NYA2HsoD4",NEUTRAL
"@UberINSupport What team, what reply, do they even read what is said and spoken. You again proved how dumb this com… https://t.co/wwyaRQsdHp",NEUTRAL
"When you can be who you truly are, you feel more free to share ideas and take risks. With a culture based on diversity and respect, HSBC empowers their employees to be their authentic self. #BlackHistoryMonth #Authenticity https://t.co/gPtZw0pXTm",POSITIVE
"Cognitive Behavioral Therapy focus on goals ?? We dont come back in the past , but we use exercises to heal thoughts and action . Jungian Therapy is focused in interpretate dreams and the subconscious . 
Cognitive training is to work the functions that will active the damage part of the brain ?? 
Those are some of the therapeutic tools I use , none of them are aimed in the past , but present and future ?????",NEUTRAL
"God bless Julius Duhl is in wpb - official photographer at Normandy for the military! He is 95 years old has won many metals and purple hearts??
God also bless Charlie Zatrepalek who has 3 purple hearts ?????? and lives in palm beach gardens!",POSITIVE
Price gouging people during a pandemic. Utterly diabolical behaviour. Just been told my new rate if I want a loan is 22% where before the pandemic when I took out a similar loan it was 5%,NEGATIVE
"You cannot report fraud to HSBC. If you do theyâ€™ll put you on hold. 45 minutes yesterday abs ab hour and a half today. Absolutely no victim support or compassion. They are brutal. Iâ€™m moving my accounts. My finance manager is locked out of key accounts. Something is going on with HSBC. Has their UK  info been breached as happened in America leading to scams?

Very, very concerning. HSBC should not be allowed to operate a business as important as a bank. Itâ€™s scandalous. ",NEGATIVE
Determine your values by visiting: demartini.fm/valuesonline,NEUTRAL
Amazing Integrity!?,POSITIVE
I have a community bank account  that has had fraudulent activity on. I have tried every day this week to contact you. You are NOT answering your calls.  Todayâ€™s was 2 hours 8 minutes and then I hung up. Yesterdayâ€™s was 56 minutes then you cancelled the connection. I am desperate for help. Another bank dealt with the same problem in two 20 minute phone calls. What can I do ....,NEGATIVE
"âœ”An extraordinary message from Dr. John Demartini for the Brainstorm Strategy entrepreneurship community.
â†ªWe are hâ€¦ https://t.co/Xr5mP9vHtW",POSITIVE
??,NEUTRAL
Who cares about winning Dean Graziosi's Tesla...........Aria Stark just killed the Night King!!!!! :o #GameofThonesâ€¦ https://t.co/R95Jdfj79f,NEGATIVE
"Dear  HSBC,  could  someone  from  the  â€œvery  responsiveâ€ to messages  please  respond to  the  messages   have  been  sending  for  tye the past twenty  minutes?   I  canâ€™t  phone  you  as  I  donâ€™t have  phone  banking  set  Up,I  canâ€™t access  my account  and i I cannot get  any  help/support  from  you.  Is  anyone  there?",NEGATIVE
"Never known a bank to take forever to send bank transfers within the uk. Bank transfers should be instant but no i have to wait all day, i cant go shopping to.get my kids food because i sent money from my hsbc to another account and its not been recieved yet its a joke! ðŸ¤¬",NEGATIVE
See one of Worlds Top Entrepreneurs Dr John DeMartini fly into Cardiff this month to speak on stage at #Introbiz Ne https://t.co/oIfxhd8gV0,NEUTRAL
I wana join ur classes plz guide me,POSITIVE
"So excited to bring Dr John Demartini to Brisbane... It was about time
he came to Queensland!

#PatMesiti #success https://t.co/5at5bjsSHy",POSITIVE
"I received a letter on New years Day dated Christmas eve saying that you are terminating my account due to ""unsatisfactory operation"" and I owe you over Â£1000. This is not true. I am not in debt. I do not owe you anything. What a brilliant way to inspire confidence and trust in your customers by sending them a letter threatening legal action if you do not pay up, and at a time of year when NO-ONE is working so you cannot even clarify it! This is not acceptable and once this is resolved I will be switching banks immediately. ",NEGATIVE
"I just found out that Tony Robbins, Dean Graziosi and Russell Brunson - 3 people I admire the most when it comes toâ€¦ https://t.co/5Gb2lcQNoK",POSITIVE
Come on fuck that automated bullshit whereâ€™s that money @Uber @Uber_Support @travisk #fuckuber #uberstealsmoney @lyft @AskLyft,NEGATIVE
Great content,POSITIVE
"I started watching this ""master class"" and turned it off after more than 30 minutes. (I didn't actually keep track of the time.) Plenty of promotions for the 21 day class. Not an ounce of actual theory and no way to fast forward, or even see how much longer the torturous conversation would go on. If this is what your paid programs are like, I'm glad I did not sign up.",NEGATIVE
I have banked with NatWest for 47 years and very rarely have had a problem. Every bank will have its problems from time to time. Thatâ€™s face to face or digital.,NEGATIVE
"I also bank with Lloyds, Nationwide and Santander - and I can honestly say HSBC is the SLOWEST and POOREST customer service. I have been waiting for a bounceback loan to come through for a very long time, no word, no email, no letters - totally unnacceptable. This is a government scheme and the bank should sort this out as a matter of priority. Why does it take 2 hours for someone to answer the phone, and when they do they don't know how to help?? The lockdown excuse is wearing thin now. Most people are back at work! Terrible.",NEGATIVE
"Well done for hitting that Â£1,000 savings target, now have a terrible interest rate.",NEGATIVE
"In this episode of Youpreneur FM, @drjohndemartini teaches you strategies to help you take command of your life. Soâ€¦ https://t.co/2Z81jJRnmq",NEUTRAL
Have seen some saying Companys can refuse entry because it's private property which is true in some circumstances  Except you still can't discriminate against someone because ie..there skin colour or they are DISABLED Physiclal or Mental and it is a offence.   The Government have said on there own website People who are exempt DO NOT HAVE TO CARRY OR PROVIDE PROOF of there Disability. I'm sure HSBC are aware of this so are knowing breaking the law and can and should be taken to court by anyone they do this to.,NEGATIVE
"#Repost @jaysongaddis
・・・
Listen to “Dr. John Demartini on Money &amp; Relationships” (Link in bio to listen)⠀
·⠀
·⠀
·⠀… https://t.co/ntJdpHA64m",NEUTRAL
I literally just got a text message from someone claiming to be you guys.,NEGATIVE
Always nothing but problems HSBC I hope all these issues get solved but I also will make sure everyone knows that because of your mistakes even bank of Canada agree u have left a very sick boy at 10 with no medical care. This is serious guys still weeks of trying everything to sort my end and huge phone bills still no luck just lies! Guys this needs to stop hope your big boys at top all having nice weekend I am trying to keep my kid alive u jokes,NEGATIVE
I get at least two email scams a week from someone purporting to be PayPal .,NEGATIVE
"When we use Twitter to complain and ask for assistance, we also should use Twitter to thank those who help us. Thanks a lot, @NatWest_Help (esp. Kirstie), for exemplary customer support.",POSITIVE
PLEASE STOP YOUR PHONE BANKING SERVICE - ITS USELESS- alSO CREDIT CARD SECURITY SYSTEM IS JUST NOT WORKING- IT CREATE MORE ISSUE-,NEGATIVE
"Yes, the way they treat their loyal former employees who are now pensioners is disgraceful too. They take money off their pensions, imply its got something to do with the state and hide behind it's legal status. Instead of doing the right thing and sorting it out.",NEGATIVE
"Excited for the Tony Robbins, Dean Graziosi and Rusell Brunson event.ðŸ˜‹ #KBBMETHOD",POSITIVE
"[ NEVER BEFORE SEEN] - Tony Robbins, Dean Graziosi &amp; Russell Brunson LIVE on April 30th

Register now for this EXCL… https://t.co/C22Vfdp38N",NEUTRAL
How to get what you want in life by setting goals https://t.co/n9izCNRwnR via @TonyRobbins #Goals #Success,POSITIVE
"One that will be interesting to watch. 
The Uber of kitchens, from Mr Uber @travisk himself. Controversial values e… https://t.co/NHDLLmmqBU",NEUTRAL
"Donâ€™t ever leave a will with HSBC Bank as they canâ€™t be trusted to retain until needed I have very painful and expensive experience, not good HSBC!!",NEGATIVE
NatWest I tried starting the application process to switch my account but the website just takes me round in circles. I got so frustrated I gave up,NEGATIVE
"Every single person has a vision, an inspiration and a gift inside. Take the time to discover yours. - Dr John DeMartini DemartiniDr#",NEUTRAL
"Happy Friday! 
""Nobody is going to get up every morning dedicated to empowering &amp; inspiring your life.  
That is up… https://t.co/8wwfOQ7NzA",NEUTRAL
"Don't Miss This EPIC Live Event With Tony Robbins, Dean Graziosi and Russell Brunson!!!
Register Here=&gt; https://t.co/PlxCSJmUVj",NEUTRAL
you got me smiling about the truth you speak (is that even english? ☺). Thank you John...I'm off to demartini com,POSITIVE
"When transferring money from our joint account to my wifes account I feel that it is impudent of the bank of the bank to demand to know why I am paying the money. ""NOTHING TO DO WITH YOU"" should be added to the preference list.. Also ticking the box about being forced to pay is an intrusion and a nuisance. It is taking longer online than going to the branch used to be before you closed it.",NEGATIVE
"Is the NatWest app causing problems authorising payments ATM. Since you stopped sending text messages with one time passwords, Iâ€™ve had no end of problems. One earlier today. ",NEGATIVE
"I know what I wonâ€™t be doing, is logging on to my accounts as HSBC make it impossible for me to do so!! What a joke of a company",NEGATIVE
Thank you John ??,POSITIVE
"Excited for the Tony Robbins, Dean Graziosi and Rusell Brunson event.?? #KBBMETHOD",POSITIVE
Canâ€™t wait to see this yearâ€™s @aberdeenuni entries! Â£500 first prize from @santanderuk @sburnett1977 with runner up cash prize. https://t.co/aYkE7UNCgu,POSITIVE
"How about just simply Working; on assisting your customers first ðŸ™„, divided attention rarely works",NEGATIVE
@Reuters like #dodgeball &amp; #basketball @travisk BUT BETTER,NEUTRAL
"Reading atomic habits, changed my perspective on change and making changes!",NEUTRAL
RT TonyRobbins: Its almost time?? Im going LIVE with Dean Graziosi and Russell Brunson TODAY at 5pm PDT/8pm EDT. https://t.co/GP3zsorWK9,NEUTRAL
"I've joined up for this, but it will not me start the program? I cannot seem to join the class that I've paid for? Please help. Many Thanks. Jan x I'd like to start it. ??",NEGATIVE
"Hello I always cry when I saw, I learned that we all are connected with the strongest force!!!! Love!!! And also that transformation its always possible!!! If you cant change the outside world you can change the internal world",POSITIVE
"The pissed Stinger: put 1/2 of Wine. Add 1/3 of tonic water, and 2/5 of sour mix. Stir. 
Sip it like @travisk.

Prosit !",NEUTRAL
After listening to the news this evening I hardly think that Britain's largest bank are in a position to give any advice on any aspect of money! The Board of Directors might like to look closer to home and sort out their own finances before offering advice to others.,NEGATIVE
"â€œEveryone is running around with â€œFerrari brainsâ€ but no one has their Gps onâ€ 
-Dean Graziosi

Too real itâ€™s insaneðŸ¤¯ðŸ¤¯",POSITIVE
"WeÂ´re delighted to announce that weÂ´ve been included in the HSBC International Track 200 List for the 7th time!ðŸŽ‰ BritainÂ´s top 200 private #internationalsellingcompanies in 2021: https://t.co/rbtuwD3nAE

@HSBCUKBusiness @ST_FastTrack 

#HSBCIntTrack200 #consistencyforsuccess",POSITIVE
"Waiting 5 hours for a bank transfer, all my other accounts almost instant or within two hours however @santanderuk transfer anything from Santander make sure you do it 3 days before hand, For there fast payments to be on time &amp; anywhere near fast!",POSITIVE
"Deal on with my case!!. Been over a month now. 
Having the decency to get back to me would be appreciated.

Advice to anyone reading this and looking to use hsbc, take your busisness elsewhere!.",NEGATIVE
"Followingâ€¦

Amazing what youâ€™re doing Tony ðŸ™ŒðŸ¼ðŸ”¥ðŸ™ŒðŸ¼

Continue To Be Epic ðŸŒŸâœ…ðŸ¤—ðŸ¤©

Greetings from Norway ðŸ‡³ðŸ‡´",POSITIVE
"RT @SuccessInsiderr: A master lives in the world of transformation, not the world of loss and gain. - Dr John DeMartini DemartiniDr",NEUTRAL
"I PARTNERED WITH TONY ROBBINS, DEAN GRAZIOSI AND RUSSELL BRUNSON! Free Live Online Training Event! if you would lov… https://t.co/Kgwy2u4QU9",NEUTRAL
@NatWest_Help @NatWestGroup Thanks Lauren! I will leave my feedback using that link you pasted - many thanks!,POSITIVE
"Only 3 days to go now.????
See one of the worlds top global entrepreneurs best selling authors and star of movie the https://t.co/DnIHk7HUBu",NEUTRAL
"Yes, our best time in life we are at school, sitting on a chair, learning a lot of things we dont Realy need. 
In Holland it is the same. 

Tony, it is time to get rid of this and start a Tony Robbins education system. 
And please, develop at the same time an evening class for parents, so the whole family can benefit. It is important that everybody is on board.",POSITIVE
"SMS Phishing

from: +447385823417
to https://hs-online-banking-payee-alert.com/login

I would recommend seeking the bank this is linked to and protect your customers.
You make it hard for a non-customer to report fraud.",NEGATIVE
Why donâ€™t they give long-standing customers something for their loyalty,NEGATIVE
A quality life demands quality questions. - Dr. John Demartini #quote #ThankfulThursday https://t.co/qj5sZE7JHv,NEUTRAL
"What a great line up of keynote speakers at our Introbiz Masterclass, on 24th May @TheValeResort. Don’t miss out on… https://t.co/BGxLJwfSdZ",NEUTRAL
"I PARTNERED WITH TONY ROBBINS, DEAN GRAZIOSI AND RUSSELL BRUNSON! These are 3 people I admire the most when it come https://t.co/YF8FItvqrj",POSITIVE
If you missed this amazing webinar with Tony Robbins and Dean Graziosi then jump on the replay. Seriously inspiring https://t.co/S15jw17iVr,POSITIVE
Garbage service,NEGATIVE
Some day I will do your course  again...changed my life!!,POSITIVE
A quality life demands quality questions. - Dr. John Demartini #quote https://t.co/E7drMCHInL,NEUTRAL
Absolutely fabulous the human have improvement . million thanks,POSITIVE
Happy Motherâ€™s Day to Sage & all the mamas out there!!,POSITIVE
"It may be 1am here in the UK but the learning never stops.

Tonight I'm on a 90 minute session with Tony Tobbins an… https://t.co/Z8s8k802te",POSITIVE
Wow â™¥ï¸wow â™¥ï¸wowâ™¥ï¸ look at that and doesnt it fit her so beautifully!! So incredibly happy for you and Sage and this miracle of life ðŸ’•,POSITIVE
We had the pleasure of having one of the Worlds Top Entrepreneurs @drjohndemartini fly into #Cardiff last week at… https://t.co/MumEMZCdpq,POSITIVE
Can you explain why you are not answering your phones and why I have been trying to get through for weeks and have even been on hold for Like 6 hrs,NEGATIVE
"Wow! world-renowned specialist in human behaviour, a researcher, author and global educator Dr John Demartini. i https://t.co/woPpQkLsvu",POSITIVE
@SadhguruJV @Vishen @mindvalley Am veryyyy happy to see 2 important people whom I follow having conversation,POSITIVE
â€œWhatever we think about and thank about we bring about.â€ Dr. John Demartini,NEUTRAL
"Thank you, 😊",POSITIVE
